Protein,Label
O75493,Positive
O75636,Positive
O94973,Positive
O95025,Positive
O95292,Positive
P00995,Positive
P01185,Positive
P01282,Positive
P01903,Positive
P02585,Positive
P02818,Positive
P04430,Positive
P04843,Positive
P04908;P0C0S8;P20671;Q16777;Q6FI13;Q7L7L0;Q93077;Q96KK5;Q99878;Q9BTM1,Positive
P05019,Positive
P05062,Positive
P05451,Positive
P06213,Positive
P06310,Positive
P06493,Positive
P06753,Positive
P06858,Positive
P07478,Positive
P07585,Positive
P07738,Positive
P08236,Positive
P08246,Positive
P08519,Positive
P08621,Positive
P08833,Positive
P09471,Positive
P09496,Positive
P09668,Positive
P10720,Positive
P14174,Positive
P14324,Positive
P14415,Positive
P14778,Positive
P14780,Positive
P14854,Positive
P15153,Positive
P15509,Positive
P15586,Positive
P16284,Positive
P19438,Positive
P20036,Positive
P20382,Positive
P20929,Positive
P20962,Positive
P21399,Positive
P21453,Positive
P21554,Positive
P22090;P62701,Positive
P22223,Positive
P23381,Positive
P23434,Positive
P25686,Positive
P25774,Positive
P26639,Positive
P26641,Positive
P27348,Positive
P27635,Positive
P28838,Positive
P29972,Positive
P30153,Positive
P30273,Positive
P30711,Positive
P31943,Positive
P32969,Positive
P36897,Positive
P37235,Positive
P40818,Positive
P46109,Positive
P47755,Positive
P49862,Positive
P50991,Positive
P52797,Positive
P54725,Positive
P55001,Positive
P55008,Positive
P59998,Positive
P60842;Q14240,Positive
P60953,Positive
P61247,Positive
P61313,Positive
P61812,Positive
P61960,Positive
P62195,Positive
P62995,Positive
P68431;P84243;Q16695;Q71DI3,Positive
P69891;P69892,Positive
P78357,Positive
P84157,Positive
Q07021,Positive
Q07960,Positive
Q08945,Positive
Q10713,Positive
Q12913,Positive
Q13232,Positive
Q13356,Positive
Q13361,Positive
Q13555,Positive
Q14213,Positive
Q15149,Positive
Q15165,Positive
Q15198,Positive
Q15293,Positive
Q15393,Positive
Q15465,Positive
Q15643,Positive
Q15819,Positive
Q15847,Positive
Q15848,Positive
Q15942,Positive
Q16143,Positive
Q16352,Positive
Q16663,Positive
Q16775,Positive
Q16819,Positive
Q16853,Positive
Q2TBF2,Positive
Q5D862,Positive
Q5JS37,Positive
Q5T4S7,Positive
Q5UCC4,Positive
Q6N022,Positive
Q6P4A8,Positive
Q6UX15,Positive
Q6ZN44,Positive
Q7L1I2,Positive
Q7L985,Positive
Q7RTP6,Positive
Q7Z794,Positive
Q86VZ4,Positive
Q86Y37,Positive
Q8IUL8,Positive
Q8IVN8,Positive
Q8IWX8,Positive
Q8IX05,Positive
Q8IYR6,Positive
Q8IZU9,Positive
Q8N149,Positive
Q8N3Z0,Positive
Q8N6Q3,Positive
Q8NBI3,Positive
Q8NCM8,Positive
Q8NHJ6,Positive
Q8NHP8,Positive
Q8TB96,Positive
Q8TDY2,Positive
Q8WVF2,Positive
Q92973,Positive
Q93070,Positive
Q969Z0,Positive
Q96A32,Positive
Q96BY9,Positive
Q96DG6,Positive
Q96JB1,Positive
Q96QE2,Positive
Q96RP7,Positive
Q99536,Positive
Q99584,Positive
Q9BT09,Positive
Q9BT88,Positive
Q9BUJ0,Positive
Q9BWV1,Positive
Q9BXS4,Positive
Q9GZP1,Positive
Q9H251,Positive
Q9H3U7,Positive
Q9H4G4,Positive
Q9H8Y8,Positive
Q9HD45,Positive
Q9HD89,Positive
Q9NPG1,Positive
Q9NQ76,Positive
Q9NQS3,Positive
Q9NQX4,Positive
Q9NS71,Positive
Q9NU53,Positive
Q9NWD8,Positive
Q9NWF9,Positive
Q9NWV4,Positive
Q9P035,Positive
Q9P0L0,Positive
Q9P1F3,Positive
Q9P2W7,Positive
Q9UBV2,Positive
Q9UF11,Positive
Q9UGN4,Positive
Q9UHA4,Positive
Q9ULC0,Positive
Q9UN67;Q9Y5E1,Positive
Q9Y266,Positive
Q9Y2C2,Positive
Q9Y696,Positive
Q9Y6D5;Q9Y6D6,Positive
Q9Y6Y9,Positive
